[22:08:12] === bulk seed generation starting (target=6000, workers=4, batch=5) ===
[22:08:12] existing accepted seeds: 0 | {}
[22:08:12] prepared 1200 batches across categories
[22:09:05]   +5 [partial_knowledge] ; total=5 ; rate=6/min ; 1/1200 batches
[03:34:53]   +5 [partial_knowledge] ; total=6500 ; rate=23/min ; 1300/5816 batches
[03:35:06]   +5 [partial_knowledge] ; total=6505 ; rate=23/min ; 1301/5816 batches
[03:35:09]   +5 [partial_knowledge] ; total=6510 ; rate=23/min ; 1302/5816 batches
[03:35:28]   +5 [partial_knowledge] ; total=6515 ; rate=23/min ; 1303/5816 batches
[03:35:40]   +5 [partial_knowledge] ; total=6520 ; rate=23/min ; 1304/5816 batches
[03:35:57]   +5 [partial_knowledge] ; total=6525 ; rate=23/min ; 1305/5816 batches
[03:36:04]   +5 [partial_knowledge] ; total=6530 ; rate=23/min ; 1306/5816 batches
[03:36:21]   +5 [partial_knowledge] ; total=6535 ; rate=23/min ; 1307/5816 batches
[03:36:27]   +5 [partial_knowledge] ; total=6540 ; rate=23/min ; 1308/5816 batches
[03:36:44]   +5 [partial_knowledge] ; total=6545 ; rate=23/min ; 1309/5816 batches
[03:36:53]   +5 [partial_knowledge] ; total=6550 ; rate=23/min ; 1310/5816 batches
[03:37:14]   +5 [partial_knowledge] ; total=6555 ; rate=23/min ; 1311/5816 batches
[03:37:27]   +5 [partial_knowledge] ; total=6560 ; rate=23/min ; 1312/5816 batches
[03:37:35]   +5 [partial_knowledge] ; total=6565 ; rate=23/min ; 1313/5816 batches
[03:37:41]   +5 [partial_knowledge] ; total=6570 ; rate=23/min ; 1314/5816 batches
[03:38:07]   +5 [partial_knowledge] ; total=6575 ; rate=23/min ; 1315/5816 batches
[03:38:14]   +5 [partial_knowledge] ; total=6580 ; rate=23/min ; 1316/5816 batches
[03:38:33]   +5 [matter_file_grounded] ; total=6585 ; rate=23/min ; 1317/5816 batches
[03:38:41]   +5 [matter_file_grounded] ; total=6590 ; rate=23/min ; 1318/5816 batches
[03:39:23]   +5 [matter_file_grounded] ; total=6595 ; rate=23/min ; 1319/5816 batches
[03:39:24]   +5 [matter_file_grounded] ; total=6600 ; rate=23/min ; 1320/5816 batches
[03:39:35]   +5 [matter_file_grounded] ; total=6605 ; rate=23/min ; 1321/5816 batches
[03:39:51]   +5 [matter_file_grounded] ; total=6610 ; rate=23/min ; 1322/5816 batches
[03:40:26]   +5 [matter_file_grounded] ; total=6615 ; rate=23/min ; 1323/5816 batches
[03:40:26]   +5 [matter_file_grounded] ; total=6620 ; rate=23/min ; 1324/5816 batches
[03:40:43]   +5 [matter_file_grounded] ; total=6625 ; rate=23/min ; 1325/5816 batches
[03:40:52]   +5 [matter_file_grounded] ; total=6630 ; rate=23/min ; 1326/5816 batches
[03:41:25]   +5 [matter_file_grounded] ; total=6635 ; rate=23/min ; 1327/5816 batches
[03:41:26]   +5 [matter_file_grounded] ; total=6640 ; rate=23/min ; 1328/5816 batches
[03:41:46]   +5 [matter_file_grounded] ; total=6645 ; rate=23/min ; 1329/5816 batches
[03:41:48]   +5 [matter_file_grounded] ; total=6650 ; rate=23/min ; 1330/5816 batches
[03:42:35]   +5 [matter_file_grounded] ; total=6655 ; rate=23/min ; 1331/5816 batches
[03:42:35]   +5 [matter_file_grounded] ; total=6660 ; rate=23/min ; 1332/5816 batches
[03:42:48]   +5 [matter_file_grounded] ; total=6665 ; rate=23/min ; 1333/5816 batches
[03:42:52]   +5 [matter_file_grounded] ; total=6670 ; rate=23/min ; 1334/5816 batches
[03:43:38]   +5 [matter_file_grounded] ; total=6675 ; rate=23/min ; 1335/5816 batches
[03:43:43]   +5 [matter_file_grounded] ; total=6680 ; rate=23/min ; 1336/5816 batches
[03:43:58]   +5 [matter_file_grounded] ; total=6685 ; rate=23/min ; 1337/5816 batches
[03:43:59]   +5 [matter_file_grounded] ; total=6690 ; rate=23/min ; 1338/5816 batches
[03:44:41]   +5 [matter_file_grounded] ; total=6695 ; rate=23/min ; 1339/5816 batches
[03:44:57]   +5 [matter_file_grounded] ; total=6700 ; rate=23/min ; 1340/5816 batches
[03:45:01]   +5 [matter_file_grounded] ; total=6705 ; rate=23/min ; 1341/5816 batches
[03:45:14]   +5 [matter_file_grounded] ; total=6710 ; rate=23/min ; 1342/5816 batches
[03:45:40]   +5 [matter_file_grounded] ; total=6715 ; rate=23/min ; 1343/5816 batches
[03:46:07]   +5 [matter_file_grounded] ; total=6720 ; rate=23/min ; 1344/5816 batches
[03:46:15]   +5 [matter_file_grounded] ; total=6725 ; rate=23/min ; 1345/5816 batches
[03:46:19]   +5 [matter_file_grounded] ; total=6730 ; rate=23/min ; 1346/5816 batches
[03:46:45]   +5 [matter_file_grounded] ; total=6735 ; rate=23/min ; 1347/5816 batches
[03:47:15]   +5 [matter_file_grounded] ; total=6740 ; rate=23/min ; 1348/5816 batches
[03:47:23]   +5 [matter_file_grounded] ; total=6745 ; rate=23/min ; 1349/5816 batches
[03:47:41]   +5 [matter_file_grounded] ; total=6750 ; rate=23/min ; 1350/5816 batches
[03:47:54]   +5 [matter_file_grounded] ; total=6755 ; rate=23/min ; 1351/5816 batches
[03:48:20]   +5 [matter_file_grounded] ; total=6760 ; rate=23/min ; 1352/5816 batches
[03:48:25]   +5 [matter_file_grounded] ; total=6765 ; rate=23/min ; 1353/5816 batches
[03:48:46]   +5 [matter_file_grounded] ; total=6770 ; rate=23/min ; 1354/5816 batches
[03:48:55]   +5 [matter_file_grounded] ; total=6775 ; rate=23/min ; 1355/5816 batches
[03:49:23]   +5 [matter_file_grounded] ; total=6780 ; rate=23/min ; 1356/5816 batches
[03:49:24]   +5 [matter_file_grounded] ; total=6785 ; rate=23/min ; 1357/5816 batches
[03:49:50]   +5 [matter_file_grounded] ; total=6790 ; rate=23/min ; 1358/5816 batches
[03:49:58]   +5 [matter_file_grounded] ; total=6795 ; rate=23/min ; 1359/5816 batches
[03:50:27]   +5 [matter_file_grounded] ; total=6800 ; rate=23/min ; 1360/5816 batches
[03:50:43]   +5 [matter_file_grounded] ; total=6805 ; rate=23/min ; 1361/5816 batches
[03:50:46]   +5 [matter_file_grounded] ; total=6810 ; rate=23/min ; 1362/5816 batches
[03:51:00]   +5 [matter_file_grounded] ; total=6815 ; rate=23/min ; 1363/5816 batches
[03:51:32]   +5 [matter_file_grounded] ; total=6820 ; rate=23/min ; 1364/5816 batches
[03:51:47]   +5 [matter_file_grounded] ; total=6825 ; rate=23/min ; 1365/5816 batches
[03:51:55]   +5 [matter_file_grounded] ; total=6830 ; rate=23/min ; 1366/5816 batches
[03:52:13]   +5 [matter_file_grounded] ; total=6835 ; rate=23/min ; 1367/5816 batches
[03:52:37]   +5 [matter_file_grounded] ; total=6840 ; rate=23/min ; 1368/5816 batches
[03:52:48]   +5 [matter_file_grounded] ; total=6845 ; rate=23/min ; 1369/5816 batches
[03:52:57]   +5 [matter_file_grounded] ; total=6850 ; rate=23/min ; 1370/5816 batches
[03:53:16]   +5 [matter_file_grounded] ; total=6855 ; rate=23/min ; 1371/5816 batches
[03:53:44]   +5 [matter_file_grounded] ; total=6860 ; rate=23/min ; 1372/5816 batches
[03:53:56]   +5 [matter_file_grounded] ; total=6865 ; rate=23/min ; 1373/5816 batches
[03:53:58]   +5 [matter_file_grounded] ; total=6870 ; rate=23/min ; 1374/5816 batches
[03:54:14]   +5 [matter_file_grounded] ; total=6875 ; rate=23/min ; 1375/5816 batches
[03:54:52]   +5 [matter_file_grounded] ; total=6880 ; rate=23/min ; 1376/5816 batches
[03:55:00]   +5 [matter_file_grounded] ; total=6885 ; rate=23/min ; 1377/5816 batches
[03:55:01]   +5 [matter_file_grounded] ; total=6890 ; rate=23/min ; 1378/5816 batches
[03:55:15]   +5 [matter_file_grounded] ; total=6895 ; rate=23/min ; 1379/5816 batches
[03:56:00]   +5 [matter_file_grounded] ; total=6900 ; rate=23/min ; 1380/5816 batches
[03:56:03]   +5 [matter_file_grounded] ; total=6905 ; rate=23/min ; 1381/5816 batches
[03:56:06]   +5 [matter_file_grounded] ; total=6910 ; rate=23/min ; 1382/5816 batches
[03:56:20]   +5 [matter_file_grounded] ; total=6915 ; rate=23/min ; 1383/5816 batches
[03:57:07]   +5 [matter_file_grounded] ; total=6920 ; rate=23/min ; 1384/5816 batches
[03:57:09]   +5 [matter_file_grounded] ; total=6925 ; rate=23/min ; 1385/5816 batches
[03:57:14]   +5 [matter_file_grounded] ; total=6930 ; rate=23/min ; 1386/5816 batches
[03:57:35]   +5 [matter_file_grounded] ; total=6935 ; rate=23/min ; 1387/5816 batches
[03:58:17]   +5 [matter_file_grounded] ; total=6940 ; rate=23/min ; 1388/5816 batches
[03:58:17]   +5 [matter_file_grounded] ; total=6945 ; rate=23/min ; 1389/5816 batches
[03:58:23]   +5 [matter_file_grounded] ; total=6950 ; rate=23/min ; 1390/5816 batches
[03:58:39]   +5 [matter_file_grounded] ; total=6955 ; rate=23/min ; 1391/5816 batches
[03:59:15]   +5 [matter_file_grounded] ; total=6960 ; rate=23/min ; 1392/5816 batches
[03:59:20]   +5 [matter_file_grounded] ; total=6965 ; rate=23/min ; 1393/5816 batches
[03:59:41]   +5 [matter_file_grounded] ; total=6970 ; rate=23/min ; 1394/5816 batches
[03:59:49]   +5 [matter_file_grounded] ; total=6975 ; rate=23/min ; 1395/5816 batches
[04:00:20]   +5 [matter_file_grounded] ; total=6980 ; rate=23/min ; 1396/5816 batches
[04:00:34]   +5 [matter_file_grounded] ; total=6985 ; rate=23/min ; 1397/5816 batches
[04:00:49]   +5 [matter_file_grounded] ; total=6990 ; rate=23/min ; 1398/5816 batches
[04:00:54]   +5 [matter_file_grounded] ; total=6995 ; rate=23/min ; 1399/5816 batches
[04:01:36]   +5 [matter_file_grounded] ; total=7000 ; rate=23/min ; 1400/5816 batches
[04:01:51]   +5 [matter_file_grounded] ; total=7005 ; rate=23/min ; 1401/5816 batches
[04:01:55]   +5 [matter_file_grounded] ; total=7010 ; rate=23/min ; 1402/5816 batches
[04:01:56]   +5 [matter_file_grounded] ; total=7015 ; rate=23/min ; 1403/5816 batches
[04:02:40]   +5 [matter_file_grounded] ; total=7020 ; rate=23/min ; 1404/5816 batches
[04:02:56]   +5 [matter_file_grounded] ; total=7025 ; rate=23/min ; 1405/5816 batches
[04:03:03]   +5 [matter_file_grounded] ; total=7030 ; rate=23/min ; 1406/5816 batches
[04:03:06]   +5 [matter_file_grounded] ; total=7035 ; rate=23/min ; 1407/5816 batches
[04:03:46]   +5 [matter_file_grounded] ; total=7040 ; rate=23/min ; 1408/5816 batches
[04:03:50]   +5 [matter_file_grounded] ; total=7045 ; rate=23/min ; 1409/5816 batches
[04:04:14]   +5 [matter_file_grounded] ; total=7050 ; rate=23/min ; 1410/5816 batches
[04:04:16]   +5 [matter_file_grounded] ; total=7055 ; rate=23/min ; 1411/5816 batches
[04:04:41]   +5 [matter_file_grounded] ; total=7060 ; rate=23/min ; 1412/5816 batches
[04:04:58]   +5 [matter_file_grounded] ; total=7065 ; rate=23/min ; 1413/5816 batches
[04:05:20]   +5 [matter_file_grounded] ; total=7070 ; rate=23/min ; 1414/5816 batches
[04:05:27]   +5 [matter_file_grounded] ; total=7075 ; rate=23/min ; 1415/5816 batches
[04:05:51]   +5 [matter_file_grounded] ; total=7080 ; rate=23/min ; 1416/5816 batches
[04:06:04]   +5 [matter_file_grounded] ; total=7085 ; rate=23/min ; 1417/5816 batches
[04:06:27]   +5 [matter_file_grounded] ; total=7090 ; rate=23/min ; 1418/5816 batches
[04:06:29]   +5 [matter_file_grounded] ; total=7095 ; rate=23/min ; 1419/5816 batches
[04:07:03]   +5 [matter_file_grounded] ; total=7100 ; rate=23/min ; 1420/5816 batches
[04:07:09]   +5 [matter_file_grounded] ; total=7105 ; rate=23/min ; 1421/5816 batches
[04:07:34]   +5 [matter_file_grounded] ; total=7110 ; rate=23/min ; 1422/5816 batches
[04:07:34]   +5 [matter_file_grounded] ; total=7115 ; rate=23/min ; 1423/5816 batches
[04:08:04]   +5 [matter_file_grounded] ; total=7120 ; rate=23/min ; 1424/5816 batches
[04:08:09]   +5 [matter_file_grounded] ; total=7125 ; rate=23/min ; 1425/5816 batches
[04:08:32]   +5 [matter_file_grounded] ; total=7130 ; rate=23/min ; 1426/5816 batches
[04:08:39]   +5 [matter_file_grounded] ; total=7135 ; rate=23/min ; 1427/5816 batches
[04:09:10]   +5 [matter_file_grounded] ; total=7140 ; rate=23/min ; 1428/5816 batches
[04:09:11]   +5 [matter_file_grounded] ; total=7145 ; rate=23/min ; 1429/5816 batches
[04:09:33]   +5 [matter_file_grounded] ; total=7150 ; rate=23/min ; 1430/5816 batches
[04:09:42]   +5 [matter_file_grounded] ; total=7155 ; rate=23/min ; 1431/5816 batches
[04:10:11]   +5 [matter_file_grounded] ; total=7160 ; rate=23/min ; 1432/5816 batches
[04:10:22]   +5 [matter_file_grounded] ; total=7165 ; rate=23/min ; 1433/5816 batches
[04:10:38]   +5 [matter_file_grounded] ; total=7170 ; rate=23/min ; 1434/5816 batches
[04:10:41]   +5 [matter_file_grounded] ; total=7175 ; rate=23/min ; 1435/5816 batches
[04:11:21]   +5 [matter_file_grounded] ; total=7180 ; rate=23/min ; 1436/5816 batches
[04:11:29]   +5 [matter_file_grounded] ; total=7185 ; rate=23/min ; 1437/5816 batches
[04:11:42]   +5 [matter_file_grounded] ; total=7190 ; rate=23/min ; 1438/5816 batches
[04:11:46]   +5 [matter_file_grounded] ; total=7195 ; rate=23/min ; 1439/5816 batches
[04:12:23]   +5 [matter_file_grounded] ; total=7200 ; rate=22/min ; 1440/5816 batches
[04:12:34]   +5 [matter_file_grounded] ; total=7205 ; rate=22/min ; 1441/5816 batches
[04:12:46]   +5 [matter_file_grounded] ; total=7210 ; rate=22/min ; 1442/5816 batches
[04:12:50]   +5 [matter_file_grounded] ; total=7215 ; rate=23/min ; 1443/5816 batches
[04:13:29]   +5 [matter_file_grounded] ; total=7220 ; rate=22/min ; 1444/5816 batches
[04:13:37]   +5 [matter_file_grounded] ; total=7225 ; rate=22/min ; 1445/5816 batches
[04:13:49]   +5 [matter_file_grounded] ; total=7230 ; rate=22/min ; 1446/5816 batches
[04:13:53]   +5 [matter_file_grounded] ; total=7235 ; rate=22/min ; 1447/5816 batches
[04:14:39]   +5 [matter_file_grounded] ; total=7240 ; rate=22/min ; 1448/5816 batches
[04:14:40]   +5 [matter_file_grounded] ; total=7245 ; rate=22/min ; 1449/5816 batches
[04:14:55]   +5 [matter_file_grounded] ; total=7250 ; rate=22/min ; 1450/5816 batches
[04:14:57]   +5 [matter_file_grounded] ; total=7255 ; rate=22/min ; 1451/5816 batches
[04:15:41]   +5 [matter_file_grounded] ; total=7260 ; rate=22/min ; 1452/5816 batches
[04:15:50]   +5 [matter_file_grounded] ; total=7265 ; rate=22/min ; 1453/5816 batches
[04:15:55]   +5 [matter_file_grounded] ; total=7270 ; rate=22/min ; 1454/5816 batches
[04:16:01]   +5 [matter_file_grounded] ; total=7275 ; rate=22/min ; 1455/5816 batches
[04:16:42]   +5 [matter_file_grounded] ; total=7280 ; rate=22/min ; 1456/5816 batches
[04:16:56]   +5 [matter_file_grounded] ; total=7285 ; rate=22/min ; 1457/5816 batches
[04:17:00]   +5 [matter_file_grounded] ; total=7290 ; rate=22/min ; 1458/5816 batches
[04:17:00]   +5 [matter_file_grounded] ; total=7295 ; rate=22/min ; 1459/5816 batches
[04:17:40]   +5 [matter_file_grounded] ; total=7300 ; rate=22/min ; 1460/5816 batches
[04:18:07]   +5 [matter_file_grounded] ; total=7305 ; rate=22/min ; 1461/5816 batches
[04:18:12]   +5 [matter_file_grounded] ; total=7310 ; rate=22/min ; 1462/5816 batches
[04:18:13]   +5 [matter_file_grounded] ; total=7315 ; rate=22/min ; 1463/5816 batches
[04:18:46]   +5 [matter_file_grounded] ; total=7320 ; rate=22/min ; 1464/5816 batches
[04:19:22]   +5 [matter_file_grounded] ; total=7325 ; rate=22/min ; 1465/5816 batches
[04:19:26]   +5 [matter_file_grounded] ; total=7330 ; rate=22/min ; 1466/5816 batches
[04:19:27]   +5 [matter_file_grounded] ; total=7335 ; rate=22/min ; 1467/5816 batches
[04:20:13]   +5 [matter_file_grounded] ; total=7340 ; rate=22/min ; 1468/5816 batches
[04:20:42]   +5 [matter_file_grounded] ; total=7345 ; rate=22/min ; 1469/5816 batches
[04:20:46]   +5 [matter_file_grounded] ; total=7350 ; rate=22/min ; 1470/5816 batches
[04:20:53]   +5 [matter_file_grounded] ; total=7355 ; rate=22/min ; 1471/5816 batches
[04:21:37]   +5 [matter_file_grounded] ; total=7360 ; rate=22/min ; 1472/5816 batches
[04:21:57]   +5 [matter_file_grounded] ; total=7365 ; rate=22/min ; 1473/5816 batches
[04:22:08]   +5 [matter_file_grounded] ; total=7370 ; rate=22/min ; 1474/5816 batches
[04:22:17]   +5 [matter_file_grounded] ; total=7375 ; rate=22/min ; 1475/5816 batches
[04:23:06]   +5 [matter_file_grounded] ; total=7380 ; rate=22/min ; 1476/5816 batches
[04:23:26]   +5 [matter_file_grounded] ; total=7385 ; rate=22/min ; 1477/5816 batches
[04:23:38]   +5 [matter_file_grounded] ; total=7390 ; rate=22/min ; 1478/5816 batches
[04:23:43]   +5 [matter_file_grounded] ; total=7395 ; rate=22/min ; 1479/5816 batches
[04:24:27]   +5 [matter_file_grounded] ; total=7400 ; rate=22/min ; 1480/5816 batches
[04:24:56]   +5 [matter_file_grounded] ; total=7405 ; rate=22/min ; 1481/5816 batches
[04:24:58]   +5 [matter_file_grounded] ; total=7410 ; rate=22/min ; 1482/5816 batches
[04:25:04]   +5 [matter_file_grounded] ; total=7415 ; rate=22/min ; 1483/5816 batches
[04:25:48]   +5 [matter_file_grounded] ; total=7420 ; rate=22/min ; 1484/5816 batches
[04:26:16]   +5 [matter_file_grounded] ; total=7425 ; rate=22/min ; 1485/5816 batches
[04:26:16]   +5 [matter_file_grounded] ; total=7430 ; rate=22/min ; 1486/5816 batches
[04:26:20]   +5 [matter_file_grounded] ; total=7435 ; rate=22/min ; 1487/5816 batches
[04:27:06]   +5 [matter_file_grounded] ; total=7440 ; rate=22/min ; 1488/5816 batches
[04:27:29]   +5 [matter_file_grounded] ; total=7445 ; rate=22/min ; 1489/5816 batches
[04:27:43]   +5 [matter_file_grounded] ; total=7450 ; rate=22/min ; 1490/5816 batches
[04:27:54]   +5 [matter_file_grounded] ; total=7455 ; rate=22/min ; 1491/5816 batches
[04:28:24]   +5 [matter_file_grounded] ; total=7460 ; rate=22/min ; 1492/5816 batches
[04:28:43]   +5 [matter_file_grounded] ; total=7465 ; rate=22/min ; 1493/5816 batches
[04:28:56]   +5 [matter_file_grounded] ; total=7470 ; rate=22/min ; 1494/5816 batches
[04:29:07]   +5 [matter_file_grounded] ; total=7475 ; rate=22/min ; 1495/5816 batches
[04:29:41]   +5 [matter_file_grounded] ; total=7480 ; rate=22/min ; 1496/5816 batches
[04:29:53]   +5 [matter_file_grounded] ; total=7485 ; rate=22/min ; 1497/5816 batches
[04:30:05]   +5 [matter_file_grounded] ; total=7490 ; rate=22/min ; 1498/5816 batches
[04:30:19]   +5 [matter_file_grounded] ; total=7495 ; rate=22/min ; 1499/5816 batches
[04:30:42]   +5 [matter_file_grounded] ; total=7500 ; rate=22/min ; 1500/5816 batches
[04:31:03]   +5 [matter_file_grounded] ; total=7505 ; rate=22/min ; 1501/5816 batches
[04:31:10]   +5 [matter_file_grounded] ; total=7510 ; rate=22/min ; 1502/5816 batches
[04:31:16]   +5 [matter_file_grounded] ; total=7515 ; rate=22/min ; 1503/5816 batches
[04:31:45]   +5 [matter_file_grounded] ; total=7520 ; rate=22/min ; 1504/5816 batches
[04:32:09]   +5 [matter_file_grounded] ; total=7525 ; rate=22/min ; 1505/5816 batches
[04:32:14]   +5 [matter_file_grounded] ; total=7530 ; rate=22/min ; 1506/5816 batches
[04:32:29]   +5 [matter_file_grounded] ; total=7535 ; rate=22/min ; 1507/5816 batches
[04:32:57]   +5 [matter_file_grounded] ; total=7540 ; rate=22/min ; 1508/5816 batches
[04:33:21]   +5 [matter_file_grounded] ; total=7545 ; rate=22/min ; 1509/5816 batches
[04:33:22]   +5 [matter_file_grounded] ; total=7550 ; rate=22/min ; 1510/5816 batches
[04:33:41]   +5 [matter_file_grounded] ; total=7555 ; rate=22/min ; 1511/5816 batches
[04:34:00]   +5 [matter_file_grounded] ; total=7560 ; rate=22/min ; 1512/5816 batches
[04:34:30]   +5 [matter_file_grounded] ; total=7565 ; rate=22/min ; 1513/5816 batches
[04:34:45]   +5 [matter_file_grounded] ; total=7570 ; rate=22/min ; 1514/5816 batches
[04:34:48]   +5 [matter_file_grounded] ; total=7575 ; rate=22/min ; 1515/5816 batches
[04:35:11]   +5 [matter_file_grounded] ; total=7580 ; rate=22/min ; 1516/5816 batches
[04:35:33]   +5 [matter_file_grounded] ; total=7585 ; rate=22/min ; 1517/5816 batches
[04:35:47]   +5 [matter_file_grounded] ; total=7590 ; rate=22/min ; 1518/5816 batches
[04:35:58]   +5 [matter_file_grounded] ; total=7595 ; rate=22/min ; 1519/5816 batches
[04:36:21]   +5 [matter_file_grounded] ; total=7600 ; rate=22/min ; 1520/5816 batches
[04:36:45]   +5 [matter_file_grounded] ; total=7605 ; rate=22/min ; 1521/5816 batches
[04:36:50]   +5 [matter_file_grounded] ; total=7610 ; rate=22/min ; 1522/5816 batches
[04:37:04]   +5 [matter_file_grounded] ; total=7615 ; rate=22/min ; 1523/5816 batches
[04:37:25]   +5 [matter_file_grounded] ; total=7620 ; rate=22/min ; 1524/5816 batches
[04:37:45]   +5 [matter_file_grounded] ; total=7625 ; rate=22/min ; 1525/5816 batches
[04:37:54]   +5 [matter_file_grounded] ; total=7630 ; rate=22/min ; 1526/5816 batches
[04:38:10]   +5 [matter_file_grounded] ; total=7635 ; rate=22/min ; 1527/5816 batches
[04:38:31]   +5 [matter_file_grounded] ; total=7640 ; rate=22/min ; 1528/5816 batches
[04:38:49]   +5 [matter_file_grounded] ; total=7645 ; rate=22/min ; 1529/5816 batches
[04:38:54]   +5 [matter_file_grounded] ; total=7650 ; rate=22/min ; 1530/5816 batches
[04:39:03]   +5 [matter_file_grounded] ; total=7655 ; rate=22/min ; 1531/5816 batches
[04:39:40]   +5 [matter_file_grounded] ; total=7660 ; rate=22/min ; 1532/5816 batches
[04:39:47]   +5 [matter_file_grounded] ; total=7665 ; rate=22/min ; 1533/5816 batches
[04:39:47]   +5 [matter_file_grounded] ; total=7670 ; rate=22/min ; 1534/5816 batches
[04:40:07]   +5 [matter_file_grounded] ; total=7675 ; rate=22/min ; 1535/5816 batches
[04:40:47]   +5 [matter_file_grounded] ; total=7680 ; rate=22/min ; 1536/5816 batches
[04:40:48]   +5 [matter_file_grounded] ; total=7685 ; rate=22/min ; 1537/5816 batches
[04:40:49]   +5 [matter_file_grounded] ; total=7690 ; rate=22/min ; 1538/5816 batches
[04:41:01]   +5 [matter_file_grounded] ; total=7695 ; rate=22/min ; 1539/5816 batches
[04:41:44]   +5 [matter_file_grounded] ; total=7700 ; rate=22/min ; 1540/5816 batches
[04:41:48]   +5 [matter_file_grounded] ; total=7705 ; rate=22/min ; 1541/5816 batches
[04:42:02]   +5 [matter_file_grounded] ; total=7710 ; rate=22/min ; 1542/5816 batches
[04:42:05]   +5 [matter_file_grounded] ; total=7715 ; rate=22/min ; 1543/5816 batches
[04:42:45]   +5 [matter_file_grounded] ; total=7720 ; rate=22/min ; 1544/5816 batches
[04:42:47]   +5 [matter_file_grounded] ; total=7725 ; rate=22/min ; 1545/5816 batches
[04:43:02]   +5 [matter_file_grounded] ; total=7730 ; rate=22/min ; 1546/5816 batches
[04:43:03]   +5 [matter_file_grounded] ; total=7735 ; rate=22/min ; 1547/5816 batches
[04:43:45]   +5 [matter_file_grounded] ; total=7740 ; rate=22/min ; 1548/5816 batches
[04:43:57]   +5 [matter_file_grounded] ; total=7745 ; rate=22/min ; 1549/5816 batches
[04:44:00]   +5 [matter_file_grounded] ; total=7750 ; rate=22/min ; 1550/5816 batches
[04:44:11]   +5 [matter_file_grounded] ; total=7755 ; rate=22/min ; 1551/5816 batches
[04:44:47]   +5 [matter_file_grounded] ; total=7760 ; rate=22/min ; 1552/5816 batches
[04:45:00]   +5 [matter_file_grounded] ; total=7765 ; rate=22/min ; 1553/5816 batches
[04:45:06]   +5 [matter_file_grounded] ; total=7770 ; rate=22/min ; 1554/5816 batches
[04:45:07]   +5 [matter_file_grounded] ; total=7775 ; rate=22/min ; 1555/5816 batches
[04:45:47]   +5 [matter_file_grounded] ; total=7780 ; rate=22/min ; 1556/5816 batches
[04:45:59]   +5 [matter_file_grounded] ; total=7785 ; rate=22/min ; 1557/5816 batches
[04:46:08]   +5 [matter_file_grounded] ; total=7790 ; rate=22/min ; 1558/5816 batches
[04:46:10]   +5 [matter_file_grounded] ; total=7795 ; rate=22/min ; 1559/5816 batches
[04:46:50]   +5 [matter_file_grounded] ; total=7800 ; rate=22/min ; 1560/5816 batches
[04:46:54]   +5 [matter_file_grounded] ; total=7805 ; rate=22/min ; 1561/5816 batches
[04:47:00]   +5 [matter_file_grounded] ; total=7810 ; rate=22/min ; 1562/5816 batches
[04:47:11]   +5 [matter_file_grounded] ; total=7815 ; rate=22/min ; 1563/5816 batches
[04:47:54]   +5 [matter_file_grounded] ; total=7820 ; rate=22/min ; 1564/5816 batches
[04:47:58]   +5 [matter_file_grounded] ; total=7825 ; rate=22/min ; 1565/5816 batches
[04:48:05]   +5 [matter_file_grounded] ; total=7830 ; rate=22/min ; 1566/5816 batches
[04:48:13]   +5 [matter_file_grounded] ; total=7835 ; rate=22/min ; 1567/5816 batches
[04:48:54]   +5 [matter_file_grounded] ; total=7840 ; rate=22/min ; 1568/5816 batches
[04:48:58]   +5 [matter_file_grounded] ; total=7845 ; rate=22/min ; 1569/5816 batches
[04:49:04]   +5 [matter_file_grounded] ; total=7850 ; rate=22/min ; 1570/5816 batches
[04:49:19]   +5 [matter_file_grounded] ; total=7855 ; rate=22/min ; 1571/5816 batches
[04:49:56]   +5 [matter_file_grounded] ; total=7860 ; rate=22/min ; 1572/5816 batches
[04:50:03]   +5 [matter_file_grounded] ; total=7865 ; rate=22/min ; 1573/5816 batches
[04:50:05]   +5 [matter_file_grounded] ; total=7870 ; rate=22/min ; 1574/5816 batches
[04:50:22]   +5 [matter_file_grounded] ; total=7875 ; rate=22/min ; 1575/5816 batches
[04:50:59]   +5 [matter_file_grounded] ; total=7880 ; rate=22/min ; 1576/5816 batches
[04:51:07]   +5 [matter_file_grounded] ; total=7885 ; rate=22/min ; 1577/5816 batches
[04:51:09]   +5 [matter_file_grounded] ; total=7890 ; rate=22/min ; 1578/5816 batches
[04:51:27]   +5 [matter_file_grounded] ; total=7895 ; rate=22/min ; 1579/5816 batches
[04:52:00]   +5 [matter_file_grounded] ; total=7900 ; rate=22/min ; 1580/5816 batches
[04:52:09]   +5 [matter_file_grounded] ; total=7905 ; rate=22/min ; 1581/5816 batches
[04:52:17]   +5 [matter_file_grounded] ; total=7910 ; rate=22/min ; 1582/5816 batches
[04:52:25]   +5 [matter_file_grounded] ; total=7915 ; rate=22/min ; 1583/5816 batches
[04:52:57]   +5 [matter_file_grounded] ; total=7920 ; rate=22/min ; 1584/5816 batches
[04:53:13]   +5 [matter_file_grounded] ; total=7925 ; rate=22/min ; 1585/5816 batches
[04:53:21]   +5 [matter_file_grounded] ; total=7930 ; rate=22/min ; 1586/5816 batches
[04:53:26]   +5 [matter_file_grounded] ; total=7935 ; rate=22/min ; 1587/5816 batches
[04:54:01]   +5 [matter_file_grounded] ; total=7940 ; rate=22/min ; 1588/5816 batches
